key_pair,comfort_score,distance_score,time_score,dvorak7_score,dvorak7_repetition,dvorak7_movement,dvorak7_vertical,dvorak7_horizontal,dvorak7_adjacent,dvorak7_weak,dvorak7_outward,comfort_score_normalized,distance_score_normalized,time_score_normalized,dvorak7_score_normalized,dvorak7_repetition_normalized,dvorak7_movement_normalized,dvorak7_vertical_normalized,dvorak7_horizontal_normalized,dvorak7_adjacent_normalized,dvorak7_weak_normalized,dvorak7_outward_normalized
HT,-0.836557,42.600847,676.116349,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.683535,0.546492,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
HU,-1.242302,42.600847,605.467975,0.285714,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.144779,0.683535,0.394742,0.181818,0.0,0.0,0.5,0.5,0.0,1.0,0.0
HV,-0.685918,40.470911,738.021572,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.547626,0.64936,0.679463,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
HW,-0.689815,38.646883,694.75532,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.544804,0.620093,0.586528,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
HX,-0.828168,40.470911,759.35414,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.44463,0.64936,0.725284,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
HY,-1.442261,38.646883,660.187995,0.214286,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.620093,0.512279,0.090909,0.0,0.0,0.5,0.0,0.0,1.0,0.0
HZ,-0.803329,40.470911,730.76814,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.462615,0.64936,0.663882,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
H[,-1.442261,42.600847,715.4,0.357143,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.683535,0.630872,0.272727,0.5,0.0,0.5,0.0,1.0,0.5,0.0
I',-1.355736,38.646883,471.6,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.062648,0.620093,0.107198,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
"I,",-1.094752,60.500279,528.305027,0.285714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.251612,0.970733,0.228999,0.181818,0.0,0.0,0.0,1.0,0.0,1.0,0.0
I.,-1.355736,41.117793,566.081861,0.285714,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.062648,0.659739,0.310142,0.181818,0.5,0.0,0.0,1.0,0.0,0.5,0.0
I/,-1.334153,41.117793,550.472322,0.428571,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.078275,0.659739,0.276613,0.363636,0.5,0.0,0.0,1.0,1.0,0.5,0.0
I;,-0.818844,19.646883,471.6,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.451381,0.315236,0.107198,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
IA,-0.339469,19.646883,504.432348,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.79847,0.315236,0.177721,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
IB,-0.589028,54.316754,760.555194,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.871518,0.727864,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
IC,-0.546323,41.117793,519.605553,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.648699,0.659739,0.210313,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ID,-0.273805,19.646883,506.988248,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.846014,0.315236,0.183211,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
IE,-0.341499,39.293765,521.03859,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.213391,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
IF,-0.201314,19.646883,525.600539,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8985,0.315236,0.22319,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
IG,-0.589028,38.646883,546.581905,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.620093,0.268257,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
IH,-1.355736,38.646883,545.313915,0.642857,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.062648,0.620093,0.265533,0.636364,0.5,0.0,0.5,0.5,1.0,1.0,1.0
II,-0.409174,19.646883,536.217494,0.428571,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.748,0.315236,0.245995,0.363636,0.0,0.0,1.0,1.0,0.0,1.0,0.0
IJ,-0.490483,19.646883,521.79212,0.785714,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.68913,0.315236,0.215009,0.818182,0.5,0.707107,0.5,1.0,1.0,1.0,1.0
IK,-0.647976,39.293765,570.296933,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.575097,0.630473,0.319196,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
IL,-0.712008,19.646883,582.686321,0.428571,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.528735,0.315236,0.345808,0.363636,0.5,0.707107,0.5,1.0,0.0,0.5,0.0
IM,-0.856448,41.117793,461.784961,0.642857,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.424155,0.659739,0.086116,0.636364,0.5,0.0,0.0,1.0,1.0,1.0,1.0
IN,-1.355736,40.670679,505.808496,0.571429,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.062648,0.652565,0.180677,0.545455,0.5,0.0,0.0,0.5,1.0,1.0,1.0
IO,-0.685957,39.293765,582.57914,0.428571,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.547597,0.630473,0.345578,0.363636,0.5,0.0,1.0,1.0,0.0,0.5,0.0
IP,-0.843387,39.293765,519.325687,0.571429,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.433611,0.630473,0.209711,0.545455,0.5,0.0,1.0,1.0,1.0,0.5,0.0
IQ,-0.529213,39.293765,622.941414,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.661087,0.630473,0.432274,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
IR,-0.341499,39.293765,498.357187,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.164672,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
IS,-0.307569,19.646883,572.46766,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.821568,0.315236,0.323859,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
IT,-0.589028,43.24773,603.396512,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.693914,0.390293,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
IU,-0.341499,39.293765,570.918661,0.785714,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.320531,0.818182,0.5,0.0,1.0,1.0,1.0,1.0,1.0
IV,-0.438389,41.117793,542.267176,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.726848,0.659739,0.258989,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
IW,-0.442286,39.293765,530.918402,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.724026,0.630473,0.234612,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
IX,-0.580639,41.117793,629.185892,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.623852,0.659739,0.445687,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
IY,-1.355736,50.257338,573.474525,0.714286,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.062648,0.806384,0.326021,0.727273,0.5,0.0,1.0,0.5,1.0,1.0,1.0
IZ,-0.555799,41.117793,510.374289,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.641837,0.659739,0.190484,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
I[,-1.355736,43.24773,525.523691,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.062648,0.693914,0.223025,0.454545,0.5,0.0,1.0,0.5,1.0,0.5,0.0
J',-0.958273,19.0,633.9,0.571429,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.350429,0.304857,0.455813,0.545455,0.5,0.707107,1.0,0.5,1.0,0.5,0.0
"J,",-0.93742,21.470911,593.71809,0.642857,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.365527,0.344503,0.369504,0.636364,0.5,0.707107,0.5,1.0,1.0,1.0,0.0
J.,-0.958273,21.470911,654.368314,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.350429,0.344503,0.499778,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
J/,-0.891657,21.470911,716.320526,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.398662,0.344503,0.632849,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
J;,-0.451148,0.0,633.9,0.714286,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.71761,0.0,0.455813,0.727273,0.5,1.0,1.0,1.0,1.0,0.5,0.0
JA,-0.199284,0.0,592.9,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.89997,0.0,0.367747,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
JB,-0.448844,34.669872,645.254116,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.556282,0.480201,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
JC,-0.406139,21.470911,682.9,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.750198,0.344503,0.561063,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
JD,-0.13362,0.0,660.25157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.947514,0.0,0.512415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JE,-0.201314,19.646883,643.589775,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8985,0.315236,0.476626,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
JF,-0.06113,0.0,651.816404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.494297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JG,-0.448844,19.0,703.926164,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.304857,0.606227,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
JH,-0.958273,19.0,650.512761,0.428571,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.350429,0.304857,0.491497,0.363636,0.0,0.707107,1.0,0.5,0.0,1.0,0.0
JI,-0.605586,19.646883,608.898455,0.642857,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.60579,0.315236,0.402111,0.636364,0.5,0.707107,0.5,1.0,1.0,1.0,0.0
JJ,-0.06113,0.0,651.031219,0.571429,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.49261,0.545455,0.0,1.0,1.0,1.0,0.0,1.0,0.0
JK,-0.327866,0.0,570.250746,0.785714,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.806871,0.0,0.319097,0.818182,0.5,1.0,1.0,1.0,1.0,1.0,0.0
JL,-0.396213,0.0,617.026088,0.714286,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.757385,0.0,0.419569,0.727273,0.5,1.0,1.0,1.0,1.0,0.5,0.0
JM,-0.672155,21.470911,586.030077,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.55759,0.344503,0.35299,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
JN,-0.958273,21.023796,590.440968,0.357143,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.350429,0.337329,0.362465,0.272727,0.0,0.707107,0.5,0.5,0.0,1.0,0.0
JO,-0.715329,19.646883,604.911335,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.526331,0.315236,0.393546,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
JP,-0.838486,19.646883,683.85,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.43716,0.315236,0.563104,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
JQ,-0.389029,19.646883,785.6,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.762587,0.315236,0.781659,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
JR,-0.201314,19.646883,627.373659,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8985,0.315236,0.441795,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
JS,-0.167384,0.0,594.417022,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.923067,0.0,0.371005,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
JT,-0.448844,23.600847,673.254644,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.378678,0.540345,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
JU,-0.677292,19.646883,637.330871,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.553871,0.315236,0.463182,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
JV,-0.298204,21.470911,657.827175,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.828348,0.344503,0.507208,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
JW,-0.302101,19.646883,654.333176,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.825526,0.315236,0.499703,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
JX,-0.440455,21.470911,727.0,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.725352,0.344503,0.655789,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
JY,-0.958273,30.610456,683.363557,0.357143,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.350429,0.491148,0.562059,0.272727,0.0,0.707107,0.5,0.5,0.0,1.0,0.0
JZ,-0.415615,21.470911,749.35,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.743337,0.344503,0.703796,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
J[,-0.958273,23.600847,706.877309,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.350429,0.378678,0.612566,0.454545,0.5,0.707107,0.5,0.5,1.0,0.5,0.0
K',-1.075036,19.0,606.2,0.571429,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.265887,0.304857,0.396314,0.545455,0.5,0.707107,1.0,0.5,1.0,0.5,0.0
"K,",-0.892948,21.470911,509.8,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.397727,0.344503,0.189251,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
K.,-1.075036,21.470911,555.45,0.428571,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.265887,0.344503,0.287305,0.363636,0.5,0.707107,0.5,1.0,0.0,0.5,0.0
K/,-1.012397,21.470911,566.4,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.311241,0.344503,0.310825,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
K;,-0.521063,0.0,606.2,0.714286,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.666988,0.0,0.396314,0.727273,0.5,1.0,1.0,1.0,1.0,0.5,0.0
KA,-0.271775,0.0,497.791497,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.847484,0.0,0.163457,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
KB,-0.521334,34.669872,671.645551,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.556282,0.536889,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
KC,-0.478629,21.470911,620.162161,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.697712,0.344503,0.426305,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
KD,-0.206111,0.0,604.904991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.895027,0.0,0.393533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KE,-0.273805,19.646883,535.626641,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.846014,0.315236,0.244725,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
KF,-0.13362,0.0,628.086809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.947514,0.0,0.443327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KG,-0.521334,19.0,663.734059,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.304857,0.519896,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
KH,-1.075036,19.0,653.621785,0.785714,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.265887,0.304857,0.498175,0.818182,0.5,0.707107,1.0,0.5,1.0,1.0,1.0
KI,-0.683218,19.646883,553.790645,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.549581,0.315236,0.283741,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
KJ,-0.206111,0.0,644.095586,0.928571,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.895027,0.0,0.477713,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
KK,-0.207749,0.0,609.153141,0.571429,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.893841,0.0,0.402658,0.545455,0.0,1.0,1.0,1.0,0.0,1.0,0.0
KL,-0.454446,0.0,532.205322,0.571429,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.715222,0.0,0.237377,0.545455,0.5,1.0,1.0,1.0,0.0,0.5,0.0
KM,-0.596418,21.470911,558.6,0.785714,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.612428,0.344503,0.294071,0.818182,0.5,0.707107,0.5,1.0,1.0,1.0,1.0
KN,-1.075036,21.023796,550.662057,0.714286,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.265887,0.337329,0.277021,0.727273,0.5,0.707107,0.5,0.5,1.0,1.0,1.0
KO,-0.763114,19.646883,529.707792,0.428571,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.491732,0.315236,0.232012,0.363636,0.5,0.707107,0.5,1.0,0.0,0.5,0.0
KP,-0.936297,19.646883,609.718803,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.36634,0.315236,0.403873,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
KQ,-0.461519,19.646883,712.544372,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7101,0.315236,0.624738,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
KR,-0.273805,19.646883,566.369933,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.846014,0.315236,0.310761,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
KS,-0.239875,0.0,563.695825,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.870581,0.0,0.305017,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
KT,-0.521334,23.600847,610.910725,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.378678,0.406433,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
KU,-0.645896,19.646883,558.153145,0.785714,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.576603,0.315236,0.293112,0.818182,0.5,0.707107,0.5,1.0,1.0,1.0,1.0
KV,-0.370695,21.470911,661.585996,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.775861,0.344503,0.515282,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
KW,-0.374592,19.646883,613.029869,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.77304,0.315236,0.410985,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
KX,-0.512945,21.470911,681.988753,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.672866,0.344503,0.559106,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
KY,-1.075036,30.610456,649.18332,0.714286,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.265887,0.491148,0.488641,0.727273,0.5,0.707107,0.5,0.5,1.0,1.0,1.0
KZ,-0.488106,21.470911,684.978697,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.690851,0.344503,0.565528,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
K[,-1.075036,23.600847,578.8,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.265887,0.378678,0.33746,0.454545,0.5,0.707107,0.5,0.5,1.0,0.5,0.0
L',-1.129147,19.0,535.7,0.357143,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.226709,0.304857,0.244883,0.272727,0.5,0.707107,1.0,0.5,0.0,0.0,0.0
"L,",-0.80557,21.470911,501.082927,0.571429,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.460992,0.344503,0.170527,0.545455,0.5,0.707107,0.5,1.0,0.0,0.5,1.0
L.,-1.030735,21.470911,552.691423,0.285714,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.297963,0.344503,0.28138,0.181818,0.0,0.707107,0.5,1.0,0.0,0.0,0.0
L/,-1.129147,21.470911,526.046406,0.357143,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.226709,0.344503,0.224147,0.272727,0.5,0.707107,0.5,1.0,0.0,0.0,0.0
L;,-0.583997,0.0,535.7,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.621421,0.0,0.244883,0.454545,0.5,1.0,1.0,1.0,0.0,0.0,0.0
LA,-0.305538,0.0,530.147864,0.857143,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.823037,0.0,0.232957,0.909091,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LB,-0.555098,34.669872,596.103964,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.556282,0.374629,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
LC,-0.512393,21.470911,562.839963,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.673266,0.344503,0.303179,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
LD,-0.239875,0.0,558.37486,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.870581,0.0,0.293588,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
LE,-0.307569,19.646883,550.892061,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.821568,0.315236,0.277515,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
LF,-0.167384,0.0,568.712183,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.923067,0.0,0.315792,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
LG,-0.555098,19.0,613.219339,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.304857,0.411392,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
LH,-1.129147,19.0,621.389366,0.714286,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.226709,0.304857,0.428941,0.727273,0.5,0.707107,1.0,0.5,1.0,0.5,1.0
LI,-0.626041,19.646883,582.778779,0.571429,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.590979,0.315236,0.346007,0.545455,0.5,0.707107,0.5,1.0,0.0,0.5,1.0
LJ,-0.273638,0.0,689.920352,0.857143,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.846134,0.0,0.576143,0.909091,0.5,1.0,1.0,1.0,1.0,0.5,1.0
LK,-0.343463,0.0,535.048687,0.714286,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.795578,0.0,0.243484,0.727273,0.5,1.0,1.0,1.0,0.0,0.5,1.0
LL,-0.313657,0.0,651.39036,0.428571,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.817159,0.0,0.493382,0.363636,0.0,1.0,1.0,1.0,0.0,0.0,0.0
LM,-0.69943,21.470911,518.091791,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.537843,0.344503,0.207061,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
LN,-1.129147,21.023796,581.777566,0.642857,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.226709,0.337329,0.343856,0.636364,0.5,0.707107,0.5,0.5,1.0,0.5,1.0
LO,-0.885563,19.646883,551.113775,0.285714,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.403074,0.315236,0.277991,0.181818,0.0,0.707107,0.5,1.0,0.0,0.0,0.0
LP,-0.984187,19.646883,529.773313,0.357143,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.331666,0.315236,0.232153,0.272727,0.5,0.707107,0.5,1.0,0.0,0.0,0.0
LQ,-0.495283,19.646883,619.622656,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.685654,0.315236,0.425146,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
LR,-0.307569,19.646883,578.915247,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.821568,0.315236,0.337708,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
LS,-0.273638,0.0,530.664178,0.857143,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.846134,0.0,0.234066,0.909091,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LT,-0.555098,23.600847,620.962215,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.378678,0.428023,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
LU,-0.70277,19.646883,575.465503,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.535424,0.315236,0.330298,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
LV,-0.404458,21.470911,607.895134,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.751415,0.344503,0.399956,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
LW,-0.408355,19.646883,552.573776,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.748593,0.315236,0.281127,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
LX,-0.546709,21.470911,650.10947,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.648419,0.344503,0.49063,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
LY,-1.129147,30.610456,671.985772,0.642857,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.226709,0.491148,0.53762,0.636364,0.5,0.707107,0.5,0.5,1.0,0.5,1.0
LZ,-0.521869,21.470911,607.920406,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.666404,0.344503,0.40001,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
L[,-1.129147,23.600847,525.004084,0.285714,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.226709,0.378678,0.221908,0.181818,0.5,0.707107,0.5,0.5,0.0,0.0,0.0
M',-1.216656,40.470911,569.9,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.163348,0.64936,0.318343,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
